200000000000040|2005-01-03 09:00:04.956|CMPT|TMB|0|ANAT|800|28.83|43000005196|Sherry Debusk|28.83|2.50|55.35|0.00|1
200000000000041|2005-01-03 09:00:05.084|CMPT|TMS|1|ZLC|800|20.53|43000004406|Mary Bunger|20.53|4.50|45.99|0.00|0
200000000000032|2005-01-03 09:00:05.211|CMPT|TMB|1|WIKS|400|25.55|43000008143|Kenisha Stultz|25.58|4.50|32.74|0.00|1
200000000000028|2005-01-03 09:00:05.227|CMPT|TMS|1|ARTI|800|27.91|43000009176|Karen Seaman|27.95|2.50|53.66|0.00|0
200000000000042|2005-01-03 09:00:05.367|CMPT|TMB|1|TSTNPRB|800|25.61|43000000062|Jason Burtchell|25.61|4.50|57.37|0.00|0
200000000000021|2005-01-03 09:00:05.395|CMPT|TMS|1|AOLA|100|21.84|43000009254|Tony Pullom|21.89|4.50|7.88|0.00|0
200000000000037|2005-01-03 09:00:05.440|CMPT|TMB|1|ARMHY|400|27.24|43000003387|Corliss Perkes|27.26|2.50|30.53|0.00|0
200000000000019|2005-01-03 09:00:05.609|CMPT|TLB|1|EPAXPRD|200|25.27|43000003793|Jay Wickey|22.94|6.00|22.02|0.00|1
200000000000033|2005-01-03 09:00:05.771|CMPT|TLB|1|THDOPRC|400|29.01|43000001651|Michael Steinhaus|28.57|3.00|41.14|0.00|1
200000000000035|2005-01-03 09:00:05.935|CMPT|TMB|1|BTC|100|24.43|43000002986|Eugene Sparling|24.47|4.50|10.77|0.00|0
200000000000043|2005-01-03 09:00:06.079|CMPT|TLB|1|AOLA|800|25.34|43000006151|Mary Hochmuth|21.91|5.00|49.08|0.00|0
200000000000039|2005-01-03 09:00:06.152|CMPT|TMS|1|TWTRPRA|400|21.93|43000004682|Amber Verdejo|21.90|4.50|28.03|0.00|0
200000000000036|2005-01-03 09:00:06.211|CMPT|TSL|1|WIKSPRA|400|23.86|43000009321|Chang Starwalt|22.04|6.50|31.74|0.00|0
200000000000053|2005-01-03 09:00:06.334|CMPT|TMS|1|WXHPRC|200|28.87|43000001452|Morgan Legros|28.87|4.50|25.41|0.00|0
200000000000050|2005-01-03 09:00:06.402|CMPT|TMB|1|ADGO|200|28.05|43000001993|Jane Laconte|28.06|4.50|20.20|0.00|0
200000000000045|2005-01-03 09:00:06.481|CMPT|TMB|1|AMGN|100|22.60|43000005175|Maria Nolley|22.58|4.50|9.94|0.00|0
200000000000024|2005-01-03 09:00:06.500|CMPT|TLS|1|ARQL|400|25.28|43000009771|Scott Furse|26.48|5.00|42.37|0.00|0
200000000000054|2005-01-03 09:00:07.016|CMPT|TMS|1|TRFX|200|25.97|43000008162|Mary Derose|25.95|2.50|16.61|0.00|0
200000000000064|2005-01-03 09:00:07.369|CMPT|TMS|1|USPHPRA|400|27.97|43000000351|Andrew Waddel|27.97|4.50|35.80|0.00|1
200000000000060|2005-01-03 09:00:07.403|CMPT|TMS|1|UPSPRA|800|20.88|43000009954|Magan Lemarr|20.87|4.50|46.75|0.00|0
200000000000062|2005-01-03 09:00:07.421|CMPT|TMS|1|ALFA|800|27.27|43000007973|Karon Linet|27.28|4.50|61.11|0.00|0
200000000000069|2005-01-03 09:00:07.801|CMPT|TMS|1|TKTXPRA|200|25.47|43000001533|Luis Dennin|25.47|4.50|18.34|0.00|0
200000000000055|2005-01-03 09:00:07.821|CMPT|TMB|1|ASTSF|100|26.61|43000000172|Stanley Mcgrain|26.58|5.00|12.76|0.00|1
200000000000058|2005-01-03 09:00:07.847|CMPT|TMB|1|BCBPR|800|22.95|43000003942|Jamie Hartis|22.98|4.50|51.48|0.00|0
200000000000056|2005-01-03 09:00:07.884|CMPT|TMS|1|AMHPRB|800|25.95|43000005676|Sarah Bystrom|25.98|4.50|58.20|0.00|1
200000000000059|2005-01-03 09:00:07.920|CMPT|TMB|1|ABN|400|29.93|43000006982|Yvette Lunney|29.91|4.50|47.86|0.00|0
200000000000048|2005-01-03 09:00:07.953|CMPT|TMB|0|ZLC|200|20.51|43000003362|John Spindler|20.46|4.50|14.73|0.00|0
200000000000061|2005-01-03 09:00:08.198|CMPT|TMB|1|AUTN|100|25.10|43000009271|Janet Blakeney|25.08|5.00|10.03|0.00|0
200000000000067|2005-01-03 09:00:08.257|CMPT|TMS|1|TRVSPRA|800|26.85|43000006721|Isaac Marett|26.84|4.50|60.12|0.00|0
200000000000047|2005-01-03 09:00:08.295|CMPT|TMB|1|AFBC|800|24.97|43000007911|Judy Angerman|24.91|4.50|55.80|0.00|0
200000000000066|2005-01-03 09:00:08.529|CMPT|TLB|1|ANDWPRB|800|27.37|43000009237|David Mehring|25.30|5.00|56.67|0.00|1
200000000000073|2005-01-03 09:00:08.571|CMPT|TMS|1|VERSPRB|200|28.07|43000001381|Tiana Hood|28.06|4.50|20.20|0.00|0
200000000000081|2005-01-03 09:00:09.052|CMPT|TMB|1|AWRE|200|21.79|43000001728|Robert Mansel|21.79|4.50|15.69|0.00|1
200000000000063|2005-01-03 09:00:09.087|CMPT|TSL|1|ADSC|100|24.35|43000000122|Steven Osle|23.43|6.50|9.37|0.00|1
200000000000075|2005-01-03 09:00:09.309|CMPT|TSL|1|TGS|200|23.60|43000009882|Marjorie Tena|20.09|5.50|14.46|0.00|0
200000000000074|2005-01-03 09:00:09.528|CMPT|TMB|1|CPN|400|23.22|43000006268|Sheryl Dotson|23.25|4.50|29.76|0.00|1
200000000000083|2005-01-03 09:00:09.569|CMPT|TMB|1|VVIPRA|100|25.74|43000003076|Stella Wilson|25.75|2.50|8.24|0.00|0
200000000000087|2005-01-03 09:00:09.604|CMPT|TMS|1|ZICAPRA|400|21.81|43000007136|Beatrice Hollinsworth|21.81|2.50|31.41|0.00|0
200000000000079|2005-01-03 09:00:09.812|CMPT|TMB|0|ALL|100|22.01|43000005024|Mary Kurland|22.03|4.50|7.93|0.00|0
200000000000071|2005-01-03 09:00:09.980|CMPT|TMB|1|CEG|800|24.78|43000004231|Mario Zunker|24.83|5.00|63.56|0.00|0
200000000000091|2005-01-03 09:00:10.040|CMPT|TMB|1|AMFH|200|22.57|43000002766|Rebecca Havers|22.57|2.50|18.06|0.00|0
200000000000078|2005-01-03 09:00:10.111|CMPT|TMS|1|WXHPRB|100|21.18|43000007272|Nicole Johnson|21.15|4.50|9.31|0.00|0
200000000000093|2005-01-03 09:00:10.180|CMPT|TMB|1|FCCY|800|27.65|43000002636|Joshua Thompson|27.65|2.50|53.09|0.00|0
200000000000089|2005-01-03 09:00:10.187|CMPT|TMB|0|ALDN|800|27.18|43000000741|Theresa Dorsett|27.18|5.00|69.58|0.00|0
200000000000084|2005-01-03 09:00:10.476|CMPT|TMS|1|ASYS|200|28.08|43000000751|Theresa Galizia|28.11|4.50|20.24|0.00|0
200000000000082|2005-01-03 09:00:10.757|CMPT|TMS|1|CIB|800|26.13|43000006913|Katie Smetana|26.09|4.50|58.44|0.00|0
200000000000096|2005-01-03 09:00:10.820|CMPT|TMS|1|AACB|200|27.03|43000006341|Christopher Southwood|27.04|4.50|19.47|0.00|0
200000000000070|2005-01-03 09:00:10.902|CMPT|TMB|1|CTWS|200|29.92|43000007312|Cassondra Peach|29.85|2.50|19.10|0.00|0
200000000000101|2005-01-03 09:00:11.031|CMPT|TMB|1|BNHN|800|22.64|43000004197|Iva Mendizabal|22.63|4.50|50.69|0.00|0
200000000000104|2005-01-03 09:00:11.251|CMPT|TMS|1|AKB|800|28.59|43000004935|Albertina Hustead|28.59|2.50|54.89|0.00|1
200000000000103|2005-01-03 09:00:11.679|CMPT|TLB|0|ABAX|400|23.11|43000002491|Amber Cheeseman|23.03|5.00|29.48|0.00|1
200000000000090|2005-01-03 09:00:11.719|CMPT|TMS|1|ADGO|200|28.14|43000007760|Frances Deffenbaugh|28.18|2.50|18.04|0.00|0
200000000000072|2005-01-03 09:00:11.800|CMPT|TMS|1|TRVS|100|20.79|43000006203|Bobbie Encarnacion|20.88|2.50|6.68|0.00|1
200000000000098|2005-01-03 09:00:11.839|CMPT|TLS|1|AMHPRD|200|25.05|43000007122|Donald Pottle|29.21|5.00|21.03|0.00|0
200000000000088|2005-01-03 09:00:11.918|CMPT|TMS|1|BANF|100|29.99|43000004201|Jeremy Fairall|29.94|4.50|13.17|0.00|1
200000000000094|2005-01-03 09:00:12.013|CMPT|TLB|0|BBI|200|26.99|43000003205|Pablo Thakkar|21.69|3.00|17.35|0.00|0
200000000000112|2005-01-03 09:00:12.043|CMPT|TMS|1|AINN|400|27.83|43000008817|Jacob Tinkler|27.83|2.50|31.17|0.00|1
200000000000105|2005-01-03 09:00:12.286|CMPT|TMS|1|TRCRPRA|100|26.66|43000000273|Kenneth Ellerby|26.68|4.50|9.60|0.00|0
200000000000110|2005-01-03 09:00:12.376|CMPT|TMB|1|TWLBPRA|400|27.18|43000002483|Maria Bahoora|27.17|4.50|43.47|0.00|1
200000000000119|2005-01-03 09:00:12.854|CMPT|TMS|1|VTSS|100|26.39|43000008461|James Solages|26.39|4.50|9.50|0.00|1
200000000000118|2005-01-03 09:00:12.862|CMPT|TMB|1|AMGN|100|22.44|43000002923|Dana Days|22.44|4.50|9.87|0.00|0
200000000000106|2005-01-03 09:00:13.052|CMPT|TMB|1|ZGEN|200|20.73|43000007748|William Brumby|20.76|4.50|14.95|0.00|0
200000000000097|2005-01-03 09:00:13.100|CMPT|TLB|1|WTM|800|23.64|43000006141|Monica Brennan|20.50|6.00|65.60|0.00|1
200000000000108|2005-01-03 09:00:13.167|CMPT|TSL|1|CMS|200|25.31|43000006983|Yvette Lunney|23.39|5.50|16.84|0.00|0
200000000000115|2005-01-03 09:00:13.233|CMPT|TMB|1|ADSK|800|22.65|43000004094|Gerard Schedler|22.67|4.50|50.78|0.00|0
200000000000125|2005-01-03 09:00:13.282|CMPT|TMB|0|VOL|200|20.81|43000004315|Livia Schewe|20.81|2.50|16.65|0.00|0
200000000000095|2005-01-03 09:00:13.303|CMPT|TSL|1|WNI|400|27.71|43000006751|Drema Tanious|26.11|5.50|33.42|0.00|0
200000000000109|2005-01-03 09:00:13.422|CMPT|TLS|1|WFHCPRA|100|23.84|43000001943|Jane Betti|27.18|5.00|9.78|0.00|0
200000000000099|2005-01-03 09:00:13.552|CMPT|TMS|1|THDOPRA|400|26.81|43000008161|Mary Derose|26.88|2.50|38.71|0.00|0
200000000000100|2005-01-03 09:00:13.816|CMPT|TMS|1|BLDP|800|28.30|43000001403|Marcia Landgraf|28.37|4.50|63.55|0.00|0
200000000000086|2005-01-03 09:00:13.833|CMPT|TLB|1|FLWS|800|29.64|43000004351|Angie Laurita|25.05|5.00|72.14|0.00|1
200000000000123|2005-01-03 09:00:13.910|CMPT|TMS|1|ADLI|100|23.35|43000009172|Karen Seaman|23.33|2.50|7.47|0.00|0
200000000000124|2005-01-03 09:00:13.945|CMPT|TMS|1|ARGN|400|29.45|43000005907|Matthew Shelden|29.43|4.50|37.67|0.00|0
200000000000122|2005-01-03 09:00:13.961|CMPT|TMB|0|BSTW|200|23.70|43000003464|Maria Ticas|23.68|2.50|15.16|0.00|0
200000000000120|2005-01-03 09:00:14.244|CMPT|TMB|1|BSI|200|29.70|43000008272|Bernard Cascio|29.67|4.50|21.36|0.00|0
200000000000135|2005-01-03 09:00:14.329|CMPT|TMB|1|WVFCPRA|400|27.27|43000002501|Linda Smothers|27.27|5.00|39.27|0.00|0
200000000000130|2005-01-03 09:00:14.399|CMPT|TMB|1|ADI|100|25.29|43000001661|Robert Molski|25.28|4.50|11.12|0.00|0
200000000000085|2005-01-03 09:00:14.412|CMPT|TMS|1|AMGN|100|22.51|43000007111|Deborah Norzagaray|22.40|4.50|9.86|0.00|0
200000000000114|2005-01-03 09:00:14.440|CMPT|TMB|1|AXA|100|29.51|43000008919|John Mcquinn|29.46|2.50|9.43|0.00|1
200000000000132|2005-01-03 09:00:14.713|CMPT|TMB|1|ALNPRA|100|25.73|43000008456|Melvin Vandenburg|25.75|4.50|9.27|0.00|0
